tiraz,1-number,2-number,3-number,4-number,5-number,6-number,7-number,datetime,jackpot
4017,26,19,23,17,13,39,31,2016-11-15 22:35:00,500000000
4018,41,36,21,14,11,29,24,2016-11-16 12:35:00,500000000
4019,3,16,27,1,25,4,26,2016-11-16 14:35:00,500000000
4020,4,27,2,43,32,48,37,2016-11-16 16:35:00,500000000
4021,25,47,10,21,37,1,24,2016-11-16 18:35:00,500000000
4022,23,9,34,46,22,36,19,2016-11-16 20:35:00,500000000
4023,40,2,44,26,34,14,10,2016-11-16 22:35:00,500000000
4024,49,30,34,20,21,43,48,2016-11-17 12:35:00,500000000
4025,33,18,20,44,43,16,26,2016-11-17 14:35:00,500000000
4026,40,9,11,6,49,15,39,2016-11-17 16:35:00,500000000
4027,25,20,3,5,6,14,35,2016-11-17 18:35:00,500000000
4028,31,36,40,44,16,19,4,2016-11-17 20:35:00,500000000
4029,24,43,27,20,32,30,9,2016-11-17 22:35:00,500000000
4030,6,39,15,22,12,27,42,2016-11-18 12:35:00,500000000
4031,24,9,34,41,19,47,27,2016-11-18 14:35:00,500000000
4032,8,4,2,19,35,47,40,2016-11-18 16:35:00,500000000
4033,17,16,3,10,9,30,44,2016-11-18 18:35:00,500000000
4034,27,2,20,9,13,42,37,2016-11-18 20:35:00,500000000
4035,24,40,36,28,45,44,49,2016-11-18 22:35:00,500000000
4036,49,35,13,39,45,5,41,2016-11-19 12:35:00,500000000
4037,22,25,28,12,31,36,29,2016-11-19 14:35:00,500000000
4038,43,44,48,13,49,22,24,2016-11-19 16:35:00,500000000
4039,43,20,8,22,35,21,37,2016-11-19 18:35:00,500000000
4040,22,38,17,36,5,29,23,2016-11-19 20:35:00,500000000
4041,26,17,38,33,49,15,34,2016-11-19 22:35:00,500000000
4042,27,2,46,48,22,42,30,2016-11-20 12:35:00,500000000
4043,20,1,43,44,41,42,36,2016-11-20 14:35:00,500000000
4044,24,2,30,5,23,14,43,2016-11-20 16:35:00,500000000
4045,22,20,15,24,41,10,18,2016-11-20 18:35:00,500000000
4046,35,2,21,12,30,3,31,2016-11-20 20:35:00,500000000
4047,24,14,26,29,2,33,40,2016-11-20 22:35:00,500000000
4048,35,19,31,12,18,49,15,2016-11-21 12:35:00,500000000
4049,12,8,11,43,31,5,19,2016-11-21 14:35:00,500000000
4050,21,28,33,15,9,37,46,2016-11-21 16:35:00,500000000
4051,20,26,2,6,48,22,11,2016-11-21 18:35:00,500000000
4052,38,25,3,44,43,24,6,2016-11-21 20:35:00,500000000
4053,37,22,18,19,27,7,12,2016-11-21 22:35:00,500000000
4054,17,46,15,10,21,38,22,2016-11-23 22:35:00,42267993
4055,38,9,21,25,40,32,44,2016-11-24 12:35:00,500000000
4056,16,5,46,38,23,17,34,2016-11-24 14:35:00,500000000
4057,22,6,4,11,30,32,39,2016-11-24 16:35:00,500000000
4058,38,48,41,32,5,42,44,2016-11-24 18:35:00,500000000
4059,29,38,45,40,30,44,48,2016-11-24 20:35:00,500000000
4060,9,3,8,2,29,15,16,2016-11-24 22:35:00,500000000
4061,19,46,27,5,31,36,4,2016-11-25 12:35:00,500000000
4062,31,49,42,12,3,28,34,2016-11-25 14:35:00,500000000
4063,1,41,4,26,19,31,39,2016-11-25 16:35:00,500000000
4064,47,23,31,14,33,8,46,2016-11-25 18:35:00,500000000
4065,8,35,38,20,13,47,46,2016-11-25 20:35:00,500000000
4066,4,11,8,46,32,37,10,2016-11-25 22:35:00,500000000
4067,45,22,34,5,19,16,43,2016-11-26 12:35:00,500000000
4068,31,35,19,44,26,42,14,2016-11-26 14:35:00,500000000
4069,20,42,13,11,36,22,35,2016-11-26 16:35:00,500000000
4070,38,14,34,21,32,12,44,2016-11-26 18:35:00,500000000
4071,21,39,11,5,38,35,27,2016-11-26 20:35:00,500000000
4072,11,10,4,8,32,5,45,2016-11-26 22:35:00,500000000
4073,14,12,17,31,10,4,37,2016-11-27 12:35:00,500000000
4074,43,39,1,24,49,47,46,2016-11-27 14:35:00,500000000
4075,5,22,16,9,10,6,17,2016-11-27 16:35:00,500000000
4076,31,33,3,34,39,18,6,2016-11-27 18:35:00,500000000
4077,21,44,15,26,12,37,28,2016-11-27 20:35:00,500000000
4078,9,5,28,31,12,24,7,2016-11-27 22:35:00,500000000
4079,9,21,38,27,34,14,30,2016-11-28 12:35:00,500000000
4080,2,41,16,18,37,30,14,2016-11-28 14:35:00,500000000
4081,13,40,36,38,10,22,6,2016-11-28 16:35:00,500000000
4082,26,44,5,43,3,46,1,2016-11-28 18:35:00,500000000
4083,24,21,12,14,42,2,4,2016-11-28 20:35:00,500000000
4084,34,12,11,44,35,45,46,2016-11-28 22:35:00,500000000
4085,7,11,29,49,33,4,31,2016-11-29 12:35:00,500000000
4086,2,7,34,35,25,38,27,2016-11-29 15:05:00,500000000
4087,19,24,43,29,20,17,28,2016-11-29 16:35:00,500000000
4088,30,8,46,16,20,47,10,2016-11-29 18:35:00,500000000
4089,1,21,4,39,5,2,16,2016-11-29 21:05:00,500000000
4090,48,37,22,17,16,43,19,2016-11-29 22:35:00,500000000
4091,26,12,21,33,5,17,44,2016-11-30 12:35:00,500000000
4092,25,35,5,44,16,19,30,2016-11-30 15:05:00,500000000
4093,6,39,29,30,40,4,22,2016-11-30 16:35:00,500000000
4094,5,39,46,24,36,29,33,2016-11-30 18:35:00,500000000
4095,16,36,33,17,9,48,47,2016-11-30 21:05:00,500000000
4096,4,27,6,21,35,5,10,2016-11-30 22:35:00,500000000
4097,37,21,13,24,1,11,6,2016-12-01 12:35:00,250000000
4098,46,9,28,21,47,24,33,2016-12-01 15:05:00,250000000
4099,5,25,4,34,13,9,6,2016-12-01 16:35:00,250000000
4100,36,34,37,40,13,31,21,2016-12-01 18:35:00,250000000
4101,44,36,21,18,35,28,40,2016-12-01 21:05:00,250000000
4102,35,30,40,32,26,46,49,2016-12-01 22:35:00,250000000
4103,35,34,47,15,48,29,32,2016-12-02 12:35:00,250000000
4104,20,14,1,23,41,44,34,2016-12-02 15:05:00,250000000
4105,22,49,23,2,31,35,1,2016-12-02 16:35:00,250000000
4106,4,27,33,45,22,14,8,2016-12-02 18:35:00,250000000
4107,3,41,38,10,23,7,27,2016-12-02 21:05:00,250000000
4108,26,6,47,39,44,42,41,2016-12-02 22:35:00,250000000
4109,25,13,26,39,19,4,15,2016-12-03 12:35:00,250000000
4110,7,24,32,4,36,21,42,2016-12-03 15:05:00,250000000
4111,39,7,36,2,26,30,33,2016-12-03 16:35:00,250000000
4112,10,34,29,1,33,21,24,2016-12-03 18:35:00,250000000
4113,21,35,46,13,38,28,24,2016-12-03 21:05:00,250000000
4114,1,38,14,29,33,6,45,2016-12-03 22:35:00,250000000
4115,44,16,23,6,26,29,1,2016-12-04 12:35:00,250000000
4116,33,39,20,47,37,34,15,2016-12-04 15:05:00,250000000
4117,16,48,24,18,38,26,11,2016-12-04 16:35:00,250000000
4118,40,10,48,29,12,39,8,2016-12-04 18:35:00,250000000
4119,8,32,30,39,13,2,3,2016-12-04 21:05:00,250000000
4120,33,24,23,32,3,13,25,2016-12-04 22:35:00,250000000
4121,37,29,34,5,32,28,2,2016-12-05 12:35:00,250000000
4122,3,43,48,26,32,29,38,2016-12-05 15:05:00,250000000
4123,16,27,49,4,42,12,9,2016-12-05 16:35:00,250000000
4124,32,38,13,26,31,23,14,2016-12-05 18:35:00,250000000
4125,33,40,15,5,25,34,21,2016-12-05 21:05:00,250000000
4126,21,34,46,39,29,49,45,2016-12-05 22:35:00,250000000
4127,23,45,39,18,1,38,35,2016-12-06 12:35:00,250000000
4128,45,49,10,9,38,33,36,2016-12-06 15:05:00,250000000
4129,23,20,46,34,17,27,6,2016-12-06 16:35:00,250000000
4130,32,18,47,11,3,33,30,2016-12-06 18:35:00,250000000
4131,25,19,44,49,6,10,23,2016-12-06 21:05:00,250000000
4132,1,44,40,17,41,45,25,2016-12-06 22:35:00,250000000
4133,14,28,45,39,32,35,11,2016-12-07 12:35:00,250000000
4134,17,16,32,21,46,9,49,2016-12-07 15:05:00,250000000
4135,4,8,47,9,11,16,2,2016-12-07 16:35:00,250000000
4136,4,26,38,44,7,36,46,2016-12-07 18:35:00,250000000
4137,31,4,26,32,21,34,18,2016-12-07 21:05:00,250000000
4138,40,47,14,35,16,4,34,2016-12-07 22:35:00,250000000
4139,33,47,12,9,39,23,16,2016-12-08 12:35:00,250000000
4140,19,22,16,8,10,24,38,2016-12-08 15:05:00,250000000
4141,25,32,31,18,8,5,38,2016-12-08 16:35:00,250000000
4142,22,40,38,25,36,5,43,2016-12-08 18:35:00,250000000
4143,10,26,42,25,46,9,12,2016-12-08 21:05:00,250000000
4144,30,15,4,40,17,22,31,2016-12-08 22:35:00,250000000
4145,27,46,11,25,24,3,31,2016-12-09 12:35:00,250000000
4146,43,5,47,46,10,37,12,2016-12-09 15:05:00,250000000
4147,12,40,26,30,48,18,42,2016-12-09 16:35:00,250000000
4148,26,21,46,11,14,3,5,2016-12-09 18:35:00,250000000
4149,6,38,47,49,30,33,37,2016-12-09 21:05:00,250000000
4150,37,48,17,34,19,42,33,2016-12-09 22:35:00,250000000
4151,7,35,13,38,22,39,34,2016-12-10 12:35:00,250000000
4152,14,9,3,5,31,28,47,2016-12-10 15:05:00,250000000
4153,34,19,6,27,8,46,30,2016-12-10 16:35:00,250000000
4154,3,30,11,28,10,45,7,2016-12-10 18:35:00,250000000
4155,31,5,10,8,46,49,26,2016-12-10 21:05:00,250000000
4156,40,24,8,46,20,48,12,2016-12-10 22:35:00,250000000
4157,49,10,7,12,4,22,6,2016-12-11 12:35:00,250000000
4158,46,7,48,45,1,36,38,2016-12-11 15:05:00,250000000
4159,30,3,32,5,38,46,15,2016-12-11 16:35:00,250000000
4160,45,21,44,18,16,1,37,2016-12-11 18:35:00,250000000
4161,23,34,30,44,42,39,43,2016-12-11 21:05:00,250000000
4162,42,6,16,49,36,40,10,2016-12-11 22:35:00,250000000
4163,37,46,9,47,42,49,2,2016-12-12 12:35:00,250000000
4164,1,30,26,48,19,25,38,2016-12-12 15:05:00,250000000
4165,15,27,22,34,42,40,3,2016-12-12 16:35:00,250000000
4166,34,33,35,36,43,25,4,2016-12-12 18:35:00,250000000
4167,29,36,7,45,32,31,26,2016-12-12 21:05:00,250000000
4168,47,20,3,17,42,10,1,2016-12-12 22:35:00,250000000
4169,45,44,14,46,43,19,32,2016-12-13 12:35:00,250000000
4170,3,47,8,20,29,21,19,2016-12-13 15:05:00,250000000
4171,25,33,28,31,44,12,18,2016-12-13 16:35:00,250000000
4172,20,3,21,41,11,49,25,2016-12-13 18:35:00,250000000
4173,29,13,40,6,33,26,39,2016-12-13 21:05:00,250000000
4174,45,14,17,21,35,39,10,2016-12-13 22:35:00,250000000
4175,19,15,2,16,27,9,4,2016-12-14 12:35:00,250000000
4176,11,10,20,45,32,31,1,2016-12-14 15:05:00,250000000
4177,41,36,24,44,10,5,35,2016-12-14 16:35:00,250000000
4178,26,41,21,43,45,33,30,2016-12-14 18:35:00,250000000
4179,44,45,2,21,35,19,13,2016-12-14 21:05:00,250000000
4180,9,40,15,36,43,29,18,2016-12-14 22:35:00,250000000
4181,16,36,28,46,17,25,30,2016-12-15 12:35:00,250000000
4182,41,6,29,20,4,18,40,2016-12-15 15:05:00,250000000
4183,20,26,1,36,45,49,5,2016-12-15 16:35:00,250000000
4184,32,30,15,35,21,44,37,2016-12-15 18:35:00,250000000
4185,19,26,15,40,23,20,42,2016-12-15 21:05:00,250000000
4186,42,18,36,11,13,47,43,2016-12-15 22:35:00,250000000
4187,26,21,11,12,41,3,20,2016-12-16 12:35:00,250000000
4188,16,26,10,2,49,12,3,2016-12-16 15:05:00,250000000
4189,17,41,1,5,42,13,30,2016-12-16 16:35:00,250000000
4190,48,5,47,4,9,44,33,2016-12-16 18:35:00,250000000
4191,23,19,41,31,28,30,2,2016-12-16 21:05:00,250000000
4192,2,26,46,48,24,5,40,2016-12-16 22:35:00,250000000
4193,18,8,19,26,43,20,27,2016-12-17 12:35:00,250000000
4194,28,29,37,14,32,31,20,2016-12-17 15:05:00,250000000
4195,16,48,34,15,46,14,20,2016-12-17 16:35:00,250000000
4196,37,19,32,27,31,38,43,2016-12-17 18:35:00,250000000
4197,11,37,36,21,15,29,26,2016-12-17 21:05:00,250000000
4198,14,5,9,7,38,30,1,2016-12-17 22:35:00,250000000
4199,17,23,33,38,46,1,4,2016-12-18 12:35:00,250000000
4200,32,19,41,5,11,40,2,2016-12-18 15:05:00,250000000
4201,42,14,4,3,7,20,23,2016-12-18 16:35:00,250000000
4202,39,29,1,46,10,18,26,2016-12-18 18:35:00,250000000
4203,16,12,43,45,24,49,42,2016-12-18 21:05:00,250000000
4204,39,1,29,38,49,33,32,2016-12-18 22:35:00,250000000
4205,19,45,11,7,13,24,40,2016-12-19 12:35:00,250000000
4206,48,12,19,18,22,23,45,2016-12-19 15:05:00,250000000
4207,19,41,15,12,33,17,4,2016-12-19 16:35:00,250000000
4208,14,43,4,18,15,40,29,2016-12-19 18:35:00,250000000
4209,34,20,9,1,25,5,16,2016-12-19 21:05:00,250000000
4210,33,30,5,23,22,6,12,2016-12-19 22:35:00,250000000
4211,36,35,24,39,3,34,22,2016-12-20 12:35:00,250000000
4212,15,47,42,1,36,9,49,2016-12-20 15:05:00,250000000
4213,31,13,8,36,10,27,29,2016-12-20 16:35:00,250000000
4214,29,41,32,14,26,37,11,2016-12-20 18:35:00,250000000
4215,47,38,20,48,45,14,7,2016-12-20 21:05:00,250000000
4216,3,36,42,19,22,13,31,2016-12-20 22:35:00,250000000
4217,35,33,23,36,47,5,49,2016-12-21 12:35:00,250000000
4218,20,34,21,43,3,48,24,2016-12-21 15:05:00,250000000
4219,7,47,30,34,27,25,46,2016-12-21 16:35:00,250000000
4220,6,5,4,25,39,17,42,2016-12-21 18:35:00,250000000
4221,41,8,4,47,35,21,49,2016-12-21 21:05:00,250000000
4222,39,45,41,6,33,21,8,2016-12-21 22:35:00,250000000
4223,1,30,28,34,38,45,47,2016-12-22 12:35:00,250000000
4224,48,43,41,7,26,6,28,2016-12-22 15:05:00,250000000
4225,28,2,42,1,24,27,3,2016-12-22 16:35:00,250000000
4226,47,16,19,41,28,31,44,2016-12-22 18:35:00,250000000
4227,47,40,30,26,20,37,4,2016-12-22 21:05:00,250000000
4228,22,10,48,36,1,5,44,2016-12-22 22:35:00,250000000
4229,41,10,45,26,25,9,24,2016-12-23 12:35:00,250000000
4230,31,49,12,42,27,4,24,2016-12-23 15:05:00,250000000
4231,14,21,1,18,28,12,25,2016-12-23 16:35:00,250000000
4232,14,7,49,6,27,47,28,2016-12-23 18:35:00,250000000
4233,6,47,42,28,41,10,48,2016-12-23 21:05:00,250000000
4234,31,8,28,6,13,32,11,2016-12-23 22:35:00,250000000
4235,28,36,46,1,41,43,26,2016-12-24 12:35:00,250000000
4236,1,11,44,12,18,28,34,2016-12-24 15:05:00,250000000
4237,1,10,8,3,14,16,4,2016-12-24 16:35:00,250000000
4238,45,12,43,11,32,48,6,2016-12-24 18:35:00,250000000
4239,33,38,28,7,4,49,8,2016-12-24 21:05:00,250000000
4240,49,4,11,38,7,5,13,2016-12-24 22:35:00,250000000
4241,25,49,43,27,26,37,45,2016-12-25 12:35:00,250000000
4242,20,19,34,35,38,43,25,2016-12-25 15:05:00,250000000
4243,3,27,9,2,20,43,36,2016-12-25 16:35:00,250000000
4244,49,10,11,46,30,8,28,2016-12-25 18:35:00,250000000
4245,6,36,43,8,23,37,38,2016-12-25 21:05:00,250000000
4246,39,29,40,30,41,10,31,2016-12-25 22:35:00,250000000
4247,30,26,47,38,9,10,41,2016-12-26 12:35:00,250000000
4248,27,18,45,22,21,11,23,2016-12-26 15:05:00,250000000
4249,31,19,10,39,20,48,7,2016-12-26 16:35:00,250000000
4250,7,12,8,44,16,2,49,2016-12-26 18:35:00,250000000
4251,32,5,15,12,30,9,48,2016-12-26 21:05:00,250000000
4252,22,26,46,6,3,28,19,2016-12-26 22:35:00,250000000
4253,33,22,47,13,49,12,19,2016-12-27 12:35:00,250000000
4254,25,42,44,13,2,27,5,2016-12-27 15:05:00,250000000
4255,34,24,16,25,3,21,29,2016-12-27 16:35:00,250000000
4256,6,2,22,16,23,31,39,2016-12-27 18:35:00,250000000
4257,49,5,37,20,31,39,6,2016-12-27 21:05:00,250000000
4258,14,12,25,13,1,46,16,2016-12-27 22:35:00,250000000
4259,48,26,11,43,8,14,33,2016-12-28 12:35:00,250000000
4260,22,26,29,21,33,44,15,2016-12-28 15:05:00,250000000
4261,28,3,44,16,41,10,6,2016-12-28 16:35:00,250000000
4262,36,13,34,3,44,40,39,2016-12-28 18:35:00,250000000
4263,21,11,49,35,14,47,38,2016-12-28 21:05:00,250000000
4264,36,43,31,18,27,13,1,2016-12-28 22:35:00,250000000
4265,3,41,25,22,40,13,29,2017-01-01 12:00:00,250000000
4266,11,26,9,24,44,7,47,2017-01-01 15:05:00,100000000
4267,19,40,45,14,7,10,33,2017-01-01 16:35:00,100000000
4268,27,49,17,34,46,21,1,2017-01-01 18:35:00,100000000
4269,8,34,5,13,33,7,41,2017-01-01 21:05:00,100000000
4270,20,8,49,34,24,29,36,2017-01-01 22:35:00,100000000
4271,37,16,48,6,40,27,3,2017-01-02 12:35:00,100000000
4272,5,34,48,47,12,20,13,2017-01-02 15:05:00,100000000
4273,33,1,5,43,28,12,26,2017-01-02 16:35:00,100000000
4274,20,11,13,33,15,9,19,2017-01-02 18:35:00,100000000
4275,20,36,30,21,44,29,48,2017-01-02 21:05:00,100000000
4276,29,49,11,10,19,15,2,2017-01-02 22:35:00,100000000
4277,28,1,13,15,38,3,33,2017-01-03 12:35:00,100000000
4278,28,31,20,32,30,7,10,2017-01-03 15:05:00,100000000
4279,48,5,3,29,20,41,19,2017-01-03 16:35:00,100000000
4280,2,25,42,17,10,45,26,2017-01-03 18:35:00,100000000
4281,28,9,29,41,24,20,48,2017-01-03 21:05:00,100000000
4282,31,32,11,4,3,28,34,2017-01-03 22:35:00,100000000
4283,17,16,47,49,43,15,41,2017-01-04 12:35:00,100000000
4284,49,37,6,3,2,4,7,2017-01-04 15:05:00,100000000
4285,40,41,20,30,26,37,32,2017-01-04 16:35:00,100000000
4286,26,4,8,41,49,2,21,2017-01-04 18:35:00,100000000
4287,39,5,37,8,25,9,29,2017-01-04 21:05:00,100000000
4288,24,32,7,28,38,23,27,2017-01-04 22:35:00,100000000
4289,13,18,5,22,35,26,44,2017-01-05 12:35:00,100000000
4290,10,15,2,6,3,31,44,2017-01-05 15:05:00,100000000
4291,18,13,36,14,45,49,46,2017-01-05 16:35:00,100000000
4292,31,33,44,40,23,27,16,2017-01-05 18:35:00,100000000
4293,31,36,9,34,27,44,5,2017-01-05 21:05:00,100000000
4294,18,6,34,32,22,7,38,2017-01-05 22:35:00,100000000
4295,46,47,7,4,49,26,28,2017-01-06 12:35:00,100000000
4296,39,20,31,26,25,4,34,2017-01-06 15:05:00,100000000
4297,1,9,2,49,20,41,31,2017-01-06 16:35:00,100000000
4298,12,36,42,37,22,8,27,2017-01-06 18:35:00,100000000
4299,41,44,7,43,15,49,10,2017-01-06 21:05:00,100000000
4300,42,8,28,18,29,31,9,2017-01-06 22:35:00,100000000
4301,38,24,36,34,11,10,4,2017-01-07 12:35:00,100000000
4302,44,2,8,1,20,16,38,2017-01-07 15:05:00,100000000
4303,44,22,26,8,10,3,25,2017-01-07 16:35:00,100000000
4304,40,47,37,8,22,46,42,2017-01-07 18:35:00,100000000
4305,1,47,11,6,20,4,27,2017-01-07 21:05:00,100000000
4306,16,44,41,46,6,37,18,2017-01-07 22:35:00,100000000
4307,43,3,44,39,33,19,37,2017-01-08 12:35:00,100000000
4308,34,19,20,32,48,47,28,2017-01-08 15:05:00,100000000
4309,1,18,47,25,36,34,11,2017-01-08 16:35:00,100000000
4310,10,40,34,25,17,31,9,2017-01-08 18:35:00,100000000
4311,9,19,8,43,26,49,4,2017-01-08 21:05:00,100000000
4312,21,49,28,32,39,37,16,2017-01-08 22:35:00,100000000
4313,9,44,41,35,14,47,28,2017-01-09 12:35:00,100000000
4314,18,10,4,48,8,28,12,2017-01-09 15:05:00,100000000
4315,28,17,34,12,36,15,39,2017-01-09 16:35:00,100000000
4316,21,12,31,28,36,25,24,2017-01-09 18:35:00,100000000
4317,27,7,22,14,4,35,36,2017-01-09 21:05:00,100000000
4318,6,3,12,28,16,15,19,2017-01-09 22:35:00,100000000
4319,31,7,13,29,49,3,36,2017-01-10 12:35:00,100000000
4320,22,31,11,28,32,23,48,2017-01-10 15:05:00,100000000
4321,18,35,31,36,10,13,49,2017-01-10 16:35:00,100000000
4322,47,27,1,9,15,6,2,2017-01-10 18:35:00,100000000
4323,14,22,25,9,32,24,17,2017-01-10 21:05:00,100000000
4324,14,48,33,1,16,47,15,2017-01-10 22:35:00,100000000
4325,29,43,34,12,26,44,8,2017-01-11 12:35:00,100000000
4326,36,22,32,40,21,28,23,2017-01-11 15:05:00,100000000
4327,10,25,31,36,47,32,19,2017-01-11 16:35:00,100000000
4328,10,33,31,13,49,46,23,2017-01-11 18:35:00,100000000
4329,47,9,38,36,3,7,18,2017-01-11 21:05:00,100000000
4330,11,34,8,5,36,37,9,2017-01-11 22:35:00,100000000
4331,20,9,3,26,47,49,7,2017-01-12 12:35:00,100000000
4332,18,19,3,10,24,36,2,2017-01-12 15:05:00,100000000
4333,15,10,23,43,46,45,16,2017-01-12 16:35:00,100000000
4334,9,12,13,8,11,48,27,2017-01-12 18:35:00,100000000
4335,21,14,2,20,4,45,22,2017-01-12 21:05:00,100000000
4336,31,13,48,36,7,5,17,2017-01-12 22:35:00,100000000
4337,1,26,37,48,5,18,43,2017-01-13 12:35:00,100000000
4338,11,7,1,23,9,45,2,2017-01-13 15:05:00,100000000
4339,48,41,46,8,16,31,4,2017-01-13 16:35:00,100000000
4340,2,5,20,27,3,8,15,2017-01-13 18:35:00,100000000
4341,17,47,15,40,44,24,45,2017-01-13 21:05:00,100000000
4342,12,3,37,32,26,5,15,2017-01-13 22:35:00,100000000
4343,15,30,43,19,49,38,36,2017-01-14 12:35:00,100000000
4344,5,43,34,2,4,13,15,2017-01-14 15:05:00,100000000
4345,26,44,8,5,13,22,35,2017-01-14 16:35:00,100000000
4346,24,25,14,34,9,44,31,2017-01-14 18:35:00,100000000
4347,10,23,24,5,29,19,36,2017-01-14 21:05:00,100000000
4348,19,16,5,24,45,14,4,2017-01-14 22:35:00,100000000
4349,43,16,24,40,20,35,29,2017-01-15 12:35:00,100000000
4350,24,36,5,7,15,39,42,2017-01-15 15:05:00,100000000
4351,17,33,21,11,35,38,42,2017-01-15 16:35:00,100000000
4352,24,2,31,49,48,36,42,2017-01-15 18:35:00,100000000
4353,20,37,30,4,41,3,22,2017-01-15 21:05:00,100000000
4354,34,6,21,49,1,45,11,2017-01-15 22:35:00,100000000
4355,34,31,22,23,15,30,41,2017-01-16 12:35:00,100000000
4356,7,12,15,2,19,45,39,2017-01-16 15:05:00,100000000
4357,9,37,8,31,40,32,34,2017-01-16 16:35:00,100000000
4358,40,44,22,38,23,37,41,2017-01-16 18:35:00,100000000
4359,39,18,20,38,10,7,16,2017-01-16 21:05:00,100000000
4360,21,47,48,6,10,2,15,2017-01-16 22:35:00,100000000
4361,2,31,43,44,6,38,11,2017-01-17 12:35:00,100000000
4362,6,19,40,45,36,33,27,2017-01-17 15:05:00,100000000
4363,15,18,27,14,43,48,3,2017-01-17 16:35:00,100000000
4364,46,49,36,28,45,20,44,2017-01-17 18:35:00,100000000
4365,40,1,10,46,49,42,22,2017-01-17 21:05:00,100000000
4366,44,39,26,23,21,30,4,2017-01-17 22:35:00,100000000
4367,31,48,39,26,5,29,41,2017-01-18 12:35:00,100000000
4368,17,4,11,9,16,42,44,2017-01-18 15:05:00,100000000
4369,13,24,43,28,29,9,21,2017-01-18 16:35:00,100000000
4370,20,48,42,18,6,16,13,2017-01-18 18:35:00,100000000
4371,15,46,10,21,28,17,22,2017-01-18 21:05:00,100000000
4372,39,25,19,15,45,43,44,2017-01-18 22:35:00,100000000
4373,18,38,45,41,27,43,20,2017-01-19 12:35:00,100000000
4374,28,20,29,17,15,49,9,2017-01-19 15:05:00,100000000
4375,7,12,42,48,47,46,8,2017-01-19 16:35:00,100000000
4376,26,10,24,7,15,47,30,2017-01-19 18:35:00,100000000
4377,45,4,6,25,33,27,19,2017-01-19 21:05:00,100000000
4378,4,36,12,41,10,33,44,2017-01-19 22:35:00,100000000
4379,8,47,14,29,11,10,3,2017-01-20 12:35:00,100000000
4380,7,9,15,19,11,21,34,2017-01-20 15:05:00,100000000
4381,46,47,30,7,20,49,25,2017-01-20 16:35:00,100000000
4382,43,39,5,27,37,3,21,2017-01-20 18:35:00,100000000
4383,16,36,4,35,17,32,13,2017-01-20 21:05:00,100000000
4384,9,30,5,22,28,45,23,2017-01-20 22:35:00,100000000
4385,22,19,33,48,28,15,46,2017-01-21 12:35:00,100000000
4386,1,43,42,11,32,27,3,2017-01-21 15:05:00,100000000
4387,3,45,44,46,42,11,39,2017-01-21 16:35:00,100000000
4388,24,39,11,33,18,17,31,2017-01-21 18:35:00,100000000
4389,27,15,49,12,38,39,30,2017-01-21 21:05:00,100000000
4390,9,47,13,48,4,46,45,2017-01-21 22:35:00,100000000
4391,34,13,33,31,11,10,6,2017-01-22 12:35:00,100000000
4392,33,45,15,26,1,4,46,2017-01-22 15:05:00,100000000
4393,2,11,27,9,38,41,47,2017-01-22 16:35:00,100000000
4394,14,40,46,15,4,31,29,2017-01-22 18:35:00,100000000
4395,45,36,37,17,20,42,43,2017-01-22 21:05:00,100000000
4396,28,44,35,39,5,24,27,2017-01-22 22:35:00,100000000
4397,19,3,49,33,16,32,13,2017-01-23 12:35:00,100000000
4398,22,18,8,20,7,16,31,2017-01-23 15:05:00,100000000
4399,27,16,20,9,41,21,47,2017-01-23 16:35:00,100000000
4400,39,31,20,36,1,42,9,2017-01-23 18:35:00,100000000
4401,32,39,47,22,33,8,49,2017-01-23 21:05:00,100000000
4402,16,18,46,13,26,11,33,2017-01-23 22:35:00,100000000
4403,28,13,15,46,35,29,47,2017-01-24 12:35:00,100000000
4404,47,31,39,32,37,9,36,2017-01-24 15:05:00,100000000
4405,23,9,46,49,24,3,4,2017-01-24 16:35:00,100000000
4406,42,16,35,3,28,40,38,2017-01-24 18:35:00,100000000
4407,31,30,22,44,38,40,37,2017-01-24 21:05:00,100000000
4408,37,18,19,31,39,5,24,2017-01-24 22:35:00,100000000
4409,21,38,40,22,32,39,17,2017-01-25 12:35:00,100000000
4410,11,30,45,27,14,8,40,2017-01-25 15:05:00,100000000
4411,23,35,39,9,33,17,13,2017-01-25 16:35:00,100000000
4412,47,8,31,14,29,48,24,2017-01-25 18:35:00,100000000
4413,4,42,43,44,19,20,23,2017-01-25 21:05:00,100000000
4414,20,21,6,29,34,14,40,2017-01-25 22:35:00,100000000
4415,8,19,46,26,22,21,28,2017-01-26 12:35:00,100000000
4416,46,45,31,6,33,40,43,2017-01-26 15:05:00,100000000
4417,24,32,15,16,28,7,37,2017-01-26 16:35:00,100000000
4418,23,12,10,1,31,33,13,2017-01-26 18:35:00,100000000
4419,23,24,3,12,28,18,42,2017-01-26 21:05:00,100000000
4420,15,16,3,48,23,7,27,2017-01-26 22:35:00,100000000
4421,30,19,1,22,39,38,8,2017-01-27 12:35:00,100000000
4422,44,45,48,36,8,9,41,2017-01-27 15:05:00,100000000
4423,10,24,39,11,8,4,44,2017-01-27 16:35:00,100000000
4424,12,38,49,9,39,28,27,2017-01-27 18:35:00,100000000
4425,23,21,32,49,8,46,31,2017-01-27 21:05:00,100000000
4426,29,31,17,13,38,36,7,2017-01-27 22:35:00,100000000
